device_id,timestamp,speed,speedLimit,exceeded,alarmActivated,day,hour
speed-04,1735762599,69.91,60,TRUE,TRUE,Wednesday,20
speed-04,1735728865,69.59,60,TRUE,TRUE,Wednesday,10
speed-04,1735762379,63.67,60,TRUE,TRUE,Wednesday,20
speed-04,1735757115,100.38,60,TRUE,TRUE,Wednesday,18
speed-05,1735752682,52.6,70,FALSE,FALSE,Wednesday,17
speed-05,1735719717,81.42,70,TRUE,TRUE,Wednesday,8
speed-05,1735724465,71.25,70,TRUE,TRUE,Wednesday,9
speed-05,1735761583,44.44,70,FALSE,FALSE,Wednesday,19
speed-05,1735767483,62.3,70,FALSE,FALSE,Wednesday,21
speed-05,1735738494,72.26,70,TRUE,TRUE,Wednesday,13
speed-05,1735721399,51.31,70,FALSE,FALSE,Wednesday,8
speed-05,1735755936,43.11,70,FALSE,FALSE,Wednesday,18
speed-05,1735719728,62.58,70,FALSE,FALSE,Wednesday,8
speed-05,1735764393,68.89,70,FALSE,FALSE,Wednesday,20
speed-05,1735725227,70.25,70,TRUE,TRUE,Wednesday,9
speed-05,1735741734,93.94,70,TRUE,TRUE,Wednesday,14
speed-05,1735753836,62.93,70,FALSE,FALSE,Wednesday,17
speed-05,1735717608,57.22,70,FALSE,FALSE,Wednesday,7
speed-05,1735728664,55.88,70,FALSE,FALSE,Wednesday,10
speed-05,1735745915,66.29,70,FALSE,FALSE,Wednesday,15
speed-05,1735720176,86.59,70,TRUE,TRUE,Wednesday,8
speed-05,1735713009,49.84,70,FALSE,FALSE,Wednesday,6
speed-05,1735754251,71.86,70,TRUE,TRUE,Wednesday,17
speed-05,1735718041,77.92,70,TRUE,TRUE,Wednesday,7
speed-05,1735752379,44.23,70,FALSE,FALSE,Wednesday,17
speed-05,1735756370,82.37,70,TRUE,TRUE,Wednesday,18
speed-05,1735750832,53.26,70,FALSE,FALSE,Wednesday,17
speed-01,1735822249,32.14,30,TRUE,TRUE,Thursday,12
speed-01,1735801648,23.87,30,FALSE,FALSE,Thursday,7
speed-01,1735804369,33.95,30,TRUE,TRUE,Thursday,7
speed-01,1735850124,23.59,30,FALSE,FALSE,Thursday,20
speed-01,1735805303,34.14,30,TRUE,TRUE,Thursday,8
speed-01,1735858055,36.94,30,TRUE,TRUE,Thursday,22
speed-01,1735850171,23.86,30,FALSE,FALSE,Thursday,20
speed-01,1735827142,25.14,30,FALSE,FALSE,Thursday,14
speed-02,1735845672,41.09,40,TRUE,TRUE,Thursday,19
speed-02,1735823500,35.71,40,FALSE,FALSE,Thursday,13
speed-02,1735853451,46.87,40,TRUE,TRUE,Thursday,21
speed-02,1735840324,30.95,40,FALSE,FALSE,Thursday,17
speed-02,1735842952,29.29,40,FALSE,FALSE,Thursday,18
speed-02,1735847798,38.9,40,FALSE,FALSE,Thursday,19
speed-02,1735803057,31.82,40,FALSE,FALSE,Thursday,7
speed-02,1735827748,32.4,40,FALSE,FALSE,Thursday,14
speed-02,1735805397,36.43,40,FALSE,FALSE,Thursday,8
speed-02,1735839426,27.48,40,FALSE,FALSE,Thursday,17
speed-02,1735824417,35.93,40,FALSE,FALSE,Thursday,13
speed-02,1735806516,42.56,40,TRUE,TRUE,Thursday,8
speed-02,1735848966,27.31,40,FALSE,FALSE,Thursday,20
speed-02,1735855415,33.25,40,FALSE,FALSE,Thursday,22
speed-02,1735847618,37.29,40,FALSE,FALSE,Thursday,19
speed-02,1735827918,38.85,40,FALSE,FALSE,Thursday,14
speed-02,1735781277,30.98,40,FALSE,FALSE,Thursday,1
speed-02,1735841260,45.72,40,TRUE,TRUE,Thursday,18
speed-02,1735826388,48.07,40,TRUE,TRUE,Thursday,13
speed-02,1735836725,23.83,40,FALSE,FALSE,Thursday,16
speed-02,1735798810,43.79,40,TRUE,FALSE,Thursday,6
speed-03,1735804000,41.98,50,FALSE,FALSE,Thursday,7
speed-03,1735862033,39.33,50,FALSE,FALSE,Thursday,23
speed-03,1735824176,47.57,50,FALSE,FALSE,Thursday,13
speed-03,1735804327,42.99,50,FALSE,FALSE,Thursday,7
speed-03,1735806925,35.48,50,FALSE,FALSE,Thursday,8
speed-03,1735810600,43.42,50,FALSE,FALSE,Thursday,9
speed-03,1735810013,66.28,50,TRUE,TRUE,Thursday,9
speed-03,1735806845,34.07,50,FALSE,FALSE,Thursday,8
speed-03,1735848286,50.42,50,TRUE,TRUE,Thursday,20
speed-03,1735825980,59.37,50,TRUE,TRUE,Thursday,13
speed-03,1735855820,42.84,50,FALSE,FALSE,Thursday,22
speed-03,1735847292,63.36,50,TRUE,TRUE,Thursday,19
speed-03,1735794020,49.05,50,FALSE,FALSE,Thursday,5
speed-03,1735846569,49.47,50,FALSE,FALSE,Thursday,19
speed-03,1735845380,38.32,50,FALSE,FALSE,Thursday,19
speed-03,1735852323,47.58,50,FALSE,FALSE,Thursday,21
speed-03,1735811319,33.66,50,FALSE,FALSE,Thursday,9
speed-03,1735802757,61.78,50,TRUE,TRUE,Thursday,7
speed-03,1735847929,50.7,50,TRUE,TRUE,Thursday,19
speed-03,1735851376,60.53,50,TRUE,TRUE,Thursday,20
speed-03,1735791276,63.89,50,TRUE,TRUE,Thursday,4
speed-04,1735817597,67.66,60,TRUE,TRUE,Thursday,11
speed-04,1735828431,35.68,60,FALSE,FALSE,Thursday,14
speed-04,1735849794,79.57,60,TRUE,TRUE,Thursday,20
speed-04,1735842483,71.33,60,TRUE,TRUE,Thursday,18
speed-04,1735801473,56.42,60,FALSE,FALSE,Thursday,7
speed-04,1735837272,62.13,60,TRUE,TRUE,Thursday,17
speed-04,1735834974,42.91,60,FALSE,FALSE,Thursday,16
speed-04,1735837853,48.01,60,FALSE,FALSE,Thursday,17
speed-04,1735842242,64.17,60,TRUE,TRUE,Thursday,18
speed-04,1735835509,42.98,60,FALSE,FALSE,Thursday,16
speed-04,1735845447,63.55,60,TRUE,TRUE,Thursday,19
speed-04,1735794300,34.4,60,FALSE,FALSE,Thursday,5
speed-04,1735850893,63.64,60,TRUE,TRUE,Thursday,20
speed-04,1735817156,79.61,60,TRUE,TRUE,Thursday,11
speed-04,1735807636,55.83,60,FALSE,FALSE,Thursday,8
speed-05,1735843874,76.6,70,TRUE,TRUE,Thursday,18
speed-05,1735845203,67.83,70,FALSE,FALSE,Thursday,19
speed-05,1735842313,77.4,70,TRUE,TRUE,Thursday,18
speed-05,1735791477,72.65,70,TRUE,TRUE,Thursday,4
speed-05,1735824294,64.76,70,FALSE,FALSE,Thursday,13
speed-05,1735817901,66.43,70,FALSE,FALSE,Thursday,11
speed-05,1735818204,69.62,70,FALSE,FALSE,Thursday,11
speed-05,1735840960,77.93,70,TRUE,TRUE,Thursday,18
speed-05,1735803981,85.28,70,TRUE,TRUE,Thursday,7
speed-05,1735807236,73.47,70,TRUE,TRUE,Thursday,8
speed-05,1735842838,50.22,70,FALSE,FALSE,Thursday,18
speed-05,1735801505,73.76,70,TRUE,TRUE,Thursday,7
speed-05,1735805429,67.58,70,FALSE,FALSE,Thursday,8
speed-05,1735824923,57.03,70,FALSE,FALSE,Thursday,13
speed-01,1735938194,23.96,30,FALSE,FALSE,Friday,21
speed-01,1735894256,33.29,30,TRUE,TRUE,Friday,8
speed-01,1735921550,24.98,30,FALSE,FALSE,Friday,16
speed-01,1735938198,31.46,30,TRUE,TRUE,Friday,21
speed-01,1735927906,34.91,30,TRUE,TRUE,Friday,18
speed-02,1735898552,45.11,40,TRUE,TRUE,Friday,10
speed-02,1735916662,27.8,40,FALSE,FALSE,Friday,15
speed-02,1735928340,40.84,40,TRUE,TRUE,Friday,18
speed-02,1735862890,58.12,40,TRUE,TRUE,Friday,0
speed-02,1735887899,34.16,40,FALSE,FALSE,Friday,7
speed-02,1735938832,40.36,40,TRUE,TRUE,Friday,21
speed-02,1735889961,39.72,40,FALSE,FALSE,Friday,7
speed-02,1735885687,43.26,40,TRUE,TRUE,Friday,6
speed-02,1735932964,44.57,40,TRUE,TRUE,Friday,19
speed-02,1735923804,36.84,40,FALSE,FALSE,Friday,17
speed-02,1735933119,46.58,40,TRUE,TRUE,Friday,19
speed-02,1735918652,39.15,40,FALSE,FALSE,Friday,15
speed-02,1735896766,52.41,40,TRUE,TRUE,Friday,9
speed-02,1735925979,31.92,40,FALSE,FALSE,Friday,17
speed-02,1735934810,41.3,40,TRUE,TRUE,Friday,20
speed-03,1735926689,50.82,50,TRUE,TRUE,Friday,17
speed-03,1735900586,51.48,50,TRUE,TRUE,Friday,10
speed-03,1735881661,53.79,50,TRUE,TRUE,Friday,5
speed-03,1735932646,52.34,50,TRUE,TRUE,Friday,19
speed-03,1735894514,44.56,50,FALSE,FALSE,Friday,8
speed-03,1735895504,52.77,50,TRUE,TRUE,Friday,9
speed-03,1735926635,32.68,50,FALSE,FALSE,Friday,17
speed-03,1735902609,51.81,50,TRUE,TRUE,Friday,11
speed-03,1735896166,57.14,50,TRUE,FALSE,Friday,9
speed-03,1735892244,33.99,50,FALSE,FALSE,Friday,8
speed-03,1735897199,40.24,50,FALSE,FALSE,Friday,9
speed-03,1735934695,51.05,50,TRUE,TRUE,Friday,20
speed-03,1735930107,42.7,50,FALSE,FALSE,Friday,18
speed-03,1735888419,47.17,50,FALSE,FALSE,Friday,7
speed-03,1735931422,45.71,50,FALSE,FALSE,Friday,19
speed-03,1735893353,44.3,50,FALSE,FALSE,Friday,8
speed-03,1735930853,74.39,50,TRUE,TRUE,Friday,19
speed-03,1735888089,54.24,50,TRUE,TRUE,Friday,7
speed-03,1735864834,57.52,50,TRUE,FALSE,Friday,0
speed-04,1735928202,32.47,60,FALSE,FALSE,Friday,18
speed-04,1735883930,63.19,60,TRUE,TRUE,Friday,5
speed-04,1735882368,41.17,60,FALSE,FALSE,Friday,5
speed-04,1735933341,50.6,60,FALSE,FALSE,Friday,19
speed-04,1735920979,50.79,60,FALSE,FALSE,Friday,16
speed-04,1735917593,59.21,60,FALSE,FALSE,Friday,15
speed-04,1735891560,70.43,60,TRUE,TRUE,Friday,8
speed-04,1735912258,51.76,60,FALSE,FALSE,Friday,13
speed-04,1735919324,70.42,60,TRUE,TRUE,Friday,15
speed-04,1735931897,69.44,60,TRUE,TRUE,Friday,19
speed-04,1735922929,46.99,60,FALSE,FALSE,Friday,16
speed-04,1735923003,61.19,60,TRUE,FALSE,Friday,16
speed-04,1735906158,55.2,60,FALSE,FALSE,Friday,12
speed-04,1735930772,68.29,60,TRUE,TRUE,Friday,18
speed-04,1735896202,71.99,60,TRUE,TRUE,Friday,9
speed-04,1735876436,52.23,60,FALSE,FALSE,Friday,3
speed-04,1735929967,63.38,60,TRUE,TRUE,Friday,18
speed-04,1735895611,60.58,60,TRUE,TRUE,Friday,9
speed-05,1735901237,70.03,70,TRUE,TRUE,Friday,10
speed-05,1735888940,46.96,70,FALSE,FALSE,Friday,7
speed-05,1735937164,88.18,70,TRUE,TRUE,Friday,20
speed-05,1735894862,48.32,70,FALSE,FALSE,Friday,9
speed-05,1735925849,74.27,70,TRUE,TRUE,Friday,17
speed-05,1735932891,69,70,FALSE,FALSE,Friday,19
speed-05,1735942951,55.29,70,FALSE,FALSE,Friday,22
speed-05,1735915816,70.69,70,TRUE,TRUE,Friday,14
speed-05,1735898001,46.48,70,FALSE,FALSE,Friday,9
speed-05,1735931005,51.54,70,FALSE,FALSE,Friday,19
speed-05,1735895405,68.21,70,FALSE,FALSE,Friday,9
speed-05,1735935641,47.44,70,FALSE,FALSE,Friday,20
speed-05,1735925077,73.62,70,TRUE,TRUE,Friday,17
speed-05,1735893681,70.07,70,TRUE,TRUE,Friday,8
speed-05,1735927569,78.79,70,TRUE,FALSE,Friday,18
speed-05,1735914477,44.74,70,FALSE,FALSE,Friday,14
speed-05,1735938050,55.13,70,FALSE,FALSE,Friday,21
speed-05,1735890625,76.89,70,TRUE,TRUE,Friday,7
speed-05,1735926813,65.5,70,FALSE,FALSE,Friday,17
speed-01,1735983979,29.98,30,FALSE,FALSE,Saturday,9
speed-01,1736020724,26.04,30,FALSE,FALSE,Saturday,19
speed-01,1735978105,13.16,30,FALSE,FALSE,Saturday,8
speed-01,1735988424,25.54,30,FALSE,FALSE,Saturday,11
speed-01,1736015981,22.42,30,FALSE,FALSE,Saturday,18
speed-01,1735976623,27.47,30,FALSE,FALSE,Saturday,7
speed-02,1735976203,44.31,40,TRUE,TRUE,Saturday,7
speed-02,1735974923,47.08,40,TRUE,TRUE,Saturday,7
speed-02,1736010982,45.7,40,TRUE,FALSE,Saturday,17
speed-02,1736021474,49.94,40,TRUE,TRUE,Saturday,20
speed-02,1735975546,39.83,40,FALSE,FALSE,Saturday,7
speed-02,1736033120,34.72,40,FALSE,FALSE,Saturday,23
speed-02,1736003173,41.86,40,TRUE,TRUE,Saturday,15
speed-02,1735977502,34.3,40,FALSE,FALSE,Saturday,7
speed-02,1736019029,38.46,40,FALSE,FALSE,Saturday,19
speed-02,1736008696,33.69,40,FALSE,FALSE,Saturday,16
speed-02,1736015014,32.15,40,FALSE,FALSE,Saturday,18
speed-02,1736023359,60.94,40,TRUE,TRUE,Saturday,20
speed-02,1735997894,40.4,40,TRUE,TRUE,Saturday,13
speed-02,1736015535,50.11,40,TRUE,TRUE,Saturday,18
speed-02,1736020914,41.05,40,TRUE,TRUE,Saturday,20
speed-02,1735978651,38.84,40,FALSE,FALSE,Saturday,8
speed-02,1736024318,59.78,40,TRUE,TRUE,Saturday,20
speed-02,1735997364,33.8,40,FALSE,FALSE,Saturday,13
speed-02,1735989544,24.11,40,FALSE,FALSE,Saturday,11
speed-02,1736018256,36.6,40,FALSE,FALSE,Saturday,19
speed-02,1735970452,38.72,40,FALSE,FALSE,Saturday,6
speed-02,1735996983,40.87,40,TRUE,TRUE,Saturday,13
speed-02,1736023002,41.19,40,TRUE,TRUE,Saturday,20
speed-02,1736010753,39.4,40,FALSE,FALSE,Saturday,17
speed-02,1735980663,48.34,40,TRUE,TRUE,Saturday,8
speed-02,1735983236,51.97,40,TRUE,TRUE,Saturday,9
speed-03,1735988693,45.27,50,FALSE,FALSE,Saturday,11
speed-03,1736018183,37.26,50,FALSE,FALSE,Saturday,19
speed-03,1736022877,62.78,50,TRUE,TRUE,Saturday,20
speed-03,1736022993,55.84,50,TRUE,TRUE,Saturday,20
speed-03,1735999107,42.95,50,FALSE,FALSE,Saturday,13
speed-03,1736019668,48.69,50,FALSE,FALSE,Saturday,19
speed-03,1735989844,39.94,50,FALSE,FALSE,Saturday,11
speed-03,1735983427,58.75,50,TRUE,TRUE,Saturday,9
speed-03,1735971425,58.07,50,TRUE,TRUE,Saturday,6
speed-03,1736015966,49.36,50,FALSE,FALSE,Saturday,18
speed-03,1736022725,60.02,50,TRUE,TRUE,Saturday,20
speed-03,1735980460,49.64,50,FALSE,FALSE,Saturday,8
speed-03,1735991064,39.72,50,FALSE,FALSE,Saturday,11
speed-03,1736023497,54.94,50,TRUE,TRUE,Saturday,20
speed-03,1736023269,43.58,50,FALSE,FALSE,Saturday,20
speed-03,1736021855,55.39,50,TRUE,TRUE,Saturday,20
speed-03,1736017898,55.53,50,TRUE,TRUE,Saturday,19
speed-03,1735993424,30.07,50,FALSE,FALSE,Saturday,12
speed-03,1736017518,51.49,50,TRUE,FALSE,Saturday,19
speed-03,1735991954,64.77,50,TRUE,FALSE,Saturday,11
speed-04,1735985771,59.46,60,FALSE,FALSE,Saturday,10
speed-04,1735989955,50.3,60,FALSE,FALSE,Saturday,11
speed-04,1735973353,51.85,60,FALSE,FALSE,Saturday,6
speed-04,1736017588,62.15,60,TRUE,TRUE,Saturday,19
speed-04,1735989271,66.05,60,TRUE,TRUE,Saturday,11
speed-04,1735982883,69.88,60,TRUE,TRUE,Saturday,9
speed-04,1736005094,65.13,60,TRUE,TRUE,Saturday,15
speed-04,1735974799,68.86,60,TRUE,TRUE,Saturday,7
speed-04,1735982203,37.69,60,FALSE,FALSE,Saturday,9
speed-04,1735987034,51.77,60,FALSE,FALSE,Saturday,10
speed-04,1736015688,44.23,60,FALSE,FALSE,Saturday,18
speed-04,1736021726,73.88,60,TRUE,FALSE,Saturday,20
speed-04,1735978588,65.78,60,TRUE,TRUE,Saturday,8
speed-04,1736017348,65.95,60,TRUE,TRUE,Saturday,19
speed-04,1735970397,71.74,60,TRUE,TRUE,Saturday,5
speed-04,1735975003,63.41,60,TRUE,TRUE,Saturday,7
speed-04,1736012876,62.89,60,TRUE,TRUE,Saturday,17
speed-04,1736010430,47.05,60,FALSE,FALSE,Saturday,17
speed-04,1736028967,79.59,60,TRUE,TRUE,Saturday,22
speed-04,1736026651,53.76,60,FALSE,FALSE,Saturday,21
speed-04,1736015072,68.34,60,TRUE,TRUE,Saturday,18
speed-04,1735976731,67.31,60,TRUE,TRUE,Saturday,7
speed-04,1736004439,71.02,60,TRUE,FALSE,Saturday,15
speed-05,1736022572,59.07,70,FALSE,FALSE,Saturday,20
speed-05,1736018721,74.59,70,TRUE,TRUE,Saturday,19
speed-05,1735973028,55.25,70,FALSE,FALSE,Saturday,6
speed-05,1736024578,67.72,70,FALSE,FALSE,Saturday,21
speed-05,1736014027,59.24,70,FALSE,FALSE,Saturday,18
speed-05,1736014786,68.37,70,FALSE,FALSE,Saturday,18
speed-05,1736018702,78.4,70,TRUE,TRUE,Saturday,19
speed-05,1735978390,74.8,70,TRUE,TRUE,Saturday,8
speed-05,1736005857,85.81,70,TRUE,TRUE,Saturday,15
speed-01,1736110374,31.54,30,TRUE,TRUE,Sunday,20
speed-01,1736063434,14.02,30,FALSE,FALSE,Sunday,7
speed-01,1736070794,26.2,30,FALSE,FALSE,Sunday,9
speed-01,1736109057,16.32,30,FALSE,FALSE,Sunday,20
speed-01,1736101176,19.42,30,FALSE,FALSE,Sunday,18
speed-01,1736115829,17.75,30,FALSE,FALSE,Sunday,22
speed-01,1736109100,39.79,30,TRUE,TRUE,Sunday,20
speed-01,1736109215,24.79,30,FALSE,FALSE,Sunday,20
speed-01,1736088110,33.6,30,TRUE,TRUE,Sunday,14
speed-01,1736098760,29.25,30,FALSE,FALSE,Sunday,17
speed-02,1736102849,34.6,40,FALSE,FALSE,Sunday,18
speed-02,1736114076,33.63,40,FALSE,FALSE,Sunday,21
speed-02,1736106280,43.35,40,TRUE,TRUE,Sunday,19
speed-02,1736094259,36.04,40,FALSE,FALSE,Sunday,16
speed-02,1736096716,41.99,40,TRUE,TRUE,Sunday,17
speed-02,1736100039,38.31,40,FALSE,FALSE,Sunday,18
speed-02,1736098544,32.86,40,FALSE,FALSE,Sunday,17
speed-02,1736110393,32.92,40,FALSE,FALSE,Sunday,20
speed-02,1736076489,31.9,40,FALSE,FALSE,Sunday,11
speed-02,1736086062,42.39,40,TRUE,FALSE,Sunday,14
speed-02,1736070799,50.24,40,TRUE,TRUE,Sunday,9
speed-02,1736095728,26.16,40,FALSE,FALSE,Sunday,16
speed-02,1736103327,40.39,40,TRUE,TRUE,Sunday,18
speed-02,1736053981,47.72,40,TRUE,TRUE,Sunday,5
speed-02,1736069128,29.1,40,FALSE,FALSE,Sunday,9
speed-02,1736067484,44.03,40,TRUE,TRUE,Sunday,8
speed-02,1736097101,35.15,40,FALSE,FALSE,Sunday,17
speed-02,1736102004,19.36,40,FALSE,FALSE,Sunday,18
speed-03,1736091817,60.08,50,TRUE,TRUE,Sunday,15
speed-03,1736102960,38.6,50,FALSE,FALSE,Sunday,18
speed-03,1736060848,59.73,50,TRUE,TRUE,Sunday,7
speed-03,1736103294,47.36,50,FALSE,FALSE,Sunday,18
speed-03,1736107769,73.03,50,TRUE,TRUE,Sunday,20
speed-03,1736097086,48.42,50,FALSE,FALSE,Sunday,17
speed-03,1736109903,38.23,50,FALSE,FALSE,Sunday,20
speed-03,1736103167,55.68,50,TRUE,TRUE,Sunday,18
speed-03,1736062021,48.36,50,FALSE,FALSE,Sunday,7
speed-03,1736107732,52.29,50,TRUE,TRUE,Sunday,20
speed-03,1736100213,32.15,50,FALSE,FALSE,Sunday,18
speed-03,1736100333,39.66,50,FALSE,FALSE,Sunday,18
speed-03,1736106022,61.9,50,TRUE,TRUE,Sunday,19
speed-03,1736097860,46.39,50,FALSE,FALSE,Sunday,17
speed-03,1736075517,64.95,50,TRUE,TRUE,Sunday,11
speed-03,1736088511,40.53,50,FALSE,FALSE,Sunday,14
speed-03,1736081017,50.7,50,TRUE,TRUE,Sunday,12
speed-03,1736099108,42,50,FALSE,FALSE,Sunday,17
speed-03,1736079907,24.01,50,FALSE,FALSE,Sunday,12
speed-03,1736051124,71.91,50,TRUE,TRUE,Sunday,4
speed-03,1736084174,72.29,50,TRUE,TRUE,Sunday,13
speed-03,1736106583,56.25,50,TRUE,FALSE,Sunday,19
speed-03,1736043762,46.47,50,FALSE,FALSE,Sunday,2
speed-03,1736108043,52.92,50,TRUE,FALSE,Sunday,20
speed-03,1736076793,32.07,50,FALSE,FALSE,Sunday,11
speed-04,1736105647,56.92,60,FALSE,FALSE,Sunday,19
speed-04,1736073329,47.11,60,FALSE,FALSE,Sunday,10
speed-04,1736083469,68.35,60,TRUE,TRUE,Sunday,13
speed-04,1736100578,78.31,60,TRUE,TRUE,Sunday,18
speed-04,1736098915,60.45,60,TRUE,FALSE,Sunday,17
speed-04,1736089613,51.63,60,FALSE,FALSE,Sunday,15
speed-04,1736099892,58.7,60,FALSE,FALSE,Sunday,17
speed-04,1736099600,54.88,60,FALSE,FALSE,Sunday,17
speed-04,1736064563,62.41,60,TRUE,TRUE,Sunday,8
speed-04,1736104043,44.32,60,FALSE,FALSE,Sunday,19
speed-04,1736106563,50.38,60,FALSE,FALSE,Sunday,19
speed-04,1736107178,50.59,60,FALSE,FALSE,Sunday,19
speed-04,1736098374,61.07,60,TRUE,TRUE,Sunday,17
speed-04,1736066083,54.1,60,FALSE,FALSE,Sunday,8
speed-04,1736063256,62.99,60,TRUE,TRUE,Sunday,7
speed-04,1736098270,51.87,60,FALSE,FALSE,Sunday,17
speed-04,1736097841,42.93,60,FALSE,FALSE,Sunday,17
speed-05,1736102513,87.5,70,TRUE,TRUE,Sunday,18
speed-05,1736077518,62.05,70,FALSE,FALSE,Sunday,11
speed-05,1736098661,69.03,70,FALSE,FALSE,Sunday,17
speed-05,1736069792,70.02,70,TRUE,TRUE,Sunday,9
speed-05,1736083978,80.94,70,TRUE,TRUE,Sunday,13
speed-05,1736107144,48.38,70,FALSE,FALSE,Sunday,19
speed-05,1736062280,74.58,70,TRUE,TRUE,Sunday,7
speed-05,1736071022,48.32,70,FALSE,FALSE,Sunday,9
speed-05,1736064082,49,70,FALSE,FALSE,Sunday,8
speed-05,1736119349,51.04,70,FALSE,FALSE,Sunday,23
speed-05,1736076103,82.73,70,TRUE,TRUE,Sunday,11
speed-05,1736083796,75.33,70,TRUE,TRUE,Sunday,13
speed-05,1736036111,66.76,70,FALSE,FALSE,Sunday,0
speed-05,1736079747,71.6,70,TRUE,FALSE,Sunday,12
speed-01,1736187545,33.69,30,TRUE,TRUE,Monday,18
speed-01,1736183497,23.2,30,FALSE,FALSE,Monday,17
speed-01,1736151215,20.51,30,FALSE,FALSE,Monday,8
